application_number,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code,inventor_country_name,inventor_address_type
95001490,"LAWN SOLUTIONS COMMERCIAL PRODUCTS,",,INC.(3RD.PTY.REQ.),3,KY,US,,residence
95001491,"STERNE,KESSLER,",,"GOLDSTEIN AND FOX, PLLC (3RD.PTY.REQ.)",3,DC,US,UNITED STATES,residence
95001491,SYNQOR,,INC. (OWNER),2,MA,US,UNITED STATES,residence
95001491,,,"7,269,034 B2",1,,,,residence
95001491,LINEAGE,,POWER CORP. (REAL.PTY.IN.INTEREST.),4,,,,residence
95001492,,,"6,716,062",1,,,,residence
95001492,PCT,,"INTERNATIONAL, INC. (REAL.PTY.IN.INTEREST)",4,,,,residence
95001492,"SCHWEGMAN ,LUNDBERG",,"& WOESSNER, P.A. (3RD.PTY.REQ.)",3,MN,US,UNITED STATES,residence
95001492,JOHN,,MEZZALINGUA ASSOCIATES INC. (OWNER),2,NY,US,UNITED STATES,residence
95001493,DELFORTGROUP,,AG (REAL PTY IN INTEREST),4,,AT,AUSTRIA,residence
95001493,"SCHWEITZER-MAUDUIT INTERNATIONAL,",,INC. (OWNER),2,GA,US,UNITED STATES,residence
95001493,DELFORTGROUP,,AG (3RD PTY. REQ.),3,,AT,AUSTRIA,residence
95001493,,,"6,725,867",1,,,,residence
95001494,"DELFORTGROUP,",,AG (3RD PTY. REQ.),3,,AT,AUSTRIA,residence
95001494,DELFORTGROUP,,AG (REAL PTY. IN INTEREST),4,,,,residence
95001494,,,"5,878,753",1,,,,residence
95001494,"SCHWEITZER-MAUDUIT INTERNATIONAL,",,INC. (OWNER),2,GA,US,UNITED STATES,residence
95001495,,,6940751,1,,,,residence
95001495,SIDENSE,,CORP.(3RD PTY REQ),3,ON,CA,CANADA,residence
95001495,"KILOPASS TECHNOLOGY,",,INC.(OWNER),2,CA,US,,residence
95001495,SIDENSE,,CORP.(REAL PTY IN INTEREST),4,ON,CA,CANADA,residence
95001496,POLARIS,,"INDUSTRIES, INC.(OWNER)",2,MN,US,,residence
95001496,,,7819220,1,,,,residence
95001496,Jeffrey,D.,Shewchuk(3RD PTY REQ),3,MN,US,,residence
95001496,CFMOTO POWERSPORTS,,INC.(REAL PTY IN INTEREST),4,MN,US,,residence
95001497,,,7397431,1,,,,residence
95001497,FRACTUS,,SA,2,,ES,SPAIN,residence
95001497,HTC CORPORATION & HTC,,"AMERICA, INC.(REAL PTY IN INTEREST)",4,VA,US,UNITED STATES,residence
95001497,BAKER,,"BOTTS, LLP (3RD PTY REQ.)",3,TX,US,UNITED STATES,residence
95001498,HTC CORPORATION & HTC,,"AMERICA, INC., (REAL PTY IN INTEREST)",4,VA,US,UNITED STATES,residence
95001498,BAKER,,"BOTTS, LLP (3RD PTY REQ.)",3,TX,US,UNITED STATES,residence
95001498,,,7015868,1,,,,residence
95001498,"FRACTUS,",,SA,2,,ES,SPAIN,residence
95001499,BAKER BOTTS,,L.L.P.(3RD.PTY.REQ.),3,TX,US,,residence
95001499,,,7528782,1,,,,residence
95001499,"FRACTUS,",,S.A.(OWNER),2,,ES,SPAIN,residence
95001500,"HTC AMERICA,",,INC.(REAL PTY IN INTEREST),4,WA,US,,residence
95001500,"FRACTUS,",,"S.A.,(OWNER)",2,,ES,SPAIN,residence
95001500,BAKER BOTTS,,L.L.P.,3,TX,US,,residence
95001500,,,7394432,1,,,,residence
95001501,HTC CORPORATION,,"& HTC AMERICA, INC.(REAL.PTY.IN.INTEREST)",4,,,,residence
95001501,,,"7,123,208",1,,,,residence
95001501,"FRACTUS,",,S.A. (OWNER),2,,ES,SPAIN,residence
95001501,BAKER,,BOTTS L.L.P. (3RD.PTY.REQ.),3,TX,US,UNITED STATES,residence
95001502,COMP X,,WATERLOO (REAL.PTY.IN.INTEREST.),4,,,,residence
95001502,,,"7,841,569",1,,,,residence
95001502,HUMANSCALE,,CORP. (OWNER),2,NY,US,UNITED STATES,residence
95001502,BANNER,,"& WITCOFF, LTD. (3RD.PTY. REQ.)",3,DC,US,UNITED STATES,residence
95001503,,,"7,841,570",1,,,,residence
95001503,WATERLOO FURNITURE COMPONENTS,,LTD. (REAL PTY. IN INTEREST),4,,,,residence
95001503,HUMANSCALE,,CORPORATION (OWNER),2,NY,US,UNITED STATES,residence
95001503,CHRISTOPHER,L.,MCKEE (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
95001504,APPLE,,INC. (REAL PTY. IN INTEREST),4,,,,residence
95001504,APPLE,,INC. (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
95001504,,,"7,467,218 B2",1,,,,residence
95001504,"MONKEY MEDIA,",,INC. (OWNER),2,TX,US,UNITED STATES,residence
95001505,DIRECT,,ROUTE(OWNER),2,WA,US,,residence
95001505,"ONOFFLINE,",,INC.(REAL PTY IN INTEREST),4,WA,US,,residence
95001505,Matthew,C.,Phillips(3RD PTY REQ),3,OR,US,,residence
95001505,,,7467229,1,,,,residence
95001506,MONKEY,,"MEDIA, INC.(OWNER)",2,TX,US,,residence
95001506,APPLE,,INC.(3RD PTY REQ),3,CA,US,,residence
95001506,APPLE,,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001506,,,6615270,1,,,,residence
95001507,Margherita,Jessie,Arvanities,1,,,,residence
95001507,VIP PRODUCTS,,LLC(REAL PTY IN INTEREST),4,AZ,US,UNITED STATES,residence
95001507,MARVIN A. GLAZER,,"CAHILL GLAZER, PLC (3RD PTY REQ.)",3,AZ,US,UNITED STATES,residence
95001507,,,6918355,2,,,,residence
95001508,F5 NETWORKS,,INC.,2,WA,US,UNITED STATES,residence
95001508,,,7702809,1,,,,residence
95001508,A10 NETWORKS,,INC. (3RD PTY REQ.),3,CA,US,UNITED STATES,residence
95001508,A10 NETWORKS,,INC. (REAL PTY IN INTEREST),4,CA,US,UNITED STATES,residence
95001509,"A10 NETWORKS,",,INC.(3RD.PTY.REQ.),3,CA,US,,residence
95001509,"A10 NETWORKS,",,INC.(REAL PTY. IN INTEREST),4,CA,US,,residence
95001509,,,7697427,1,,,,residence
95001509,"F5 NETWORKS,",,INC(OWNER),2,WA,US,,residence
95001510,"F5 NETWORKS,",,INC.(OWNER),2,WA,US,,residence
95001510,"A10 NETWORKS,",,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001510,"A10 NETWORKS,",,INC.(3RD.PTY.REQ.),3,CA,US,,residence
95001510,,,7395349,1,,,,residence
95001511,FS,,"NETWORKS, INC. (OWNER)",2,WA,US,UNITED STATES,residence
95001511,,G.,"7,102,996",1,,,,residence
95001511,A10,,"NETWORKS, INC. (REAL.PTY.IN.INTEREST.)",4,CA,US,UNITED STATES,residence
95001511,"FINNEGAN, HENDERSON, FARABOW",,", GARRETT & DUNNER (3RD.PTY.REQ.)",3,DC,US,UNITED STATES,residence
95001512,,,"7,289,763",1,,,,residence
95001512,MORRISON,,"& FOERSTER, LLP (3RD.PTY.REQ.)",3,CA,US,UNITED STATES,residence
95001512,CELLCO,,PARTNERSHIP (REAL.PTY.IN.INTEREST.),4,NJ,US,UNITED STATES,residence
95001512,EMSAT ADVANCED,,GEO-LOCATION TECHNOLOGY LLC (OWNER),2,OH,US,UNITED STATES,residence
95001513,"YUNTEK INTERNATIONAL,",,INC. (OWNER),2,CA,US,UNITED STATES,residence
95001513,,,"6,715,446",1,,,,residence
95001513,"MID-WEST METAL PRODUCTS CO.,",,INC. (REAL PTY. IN INTEREST),3,,,,residence
95001513,JAMES,A.,COLE (3RD PTY. REQ.),4,IN,US,UNITED STATES,residence
95001514,"PPG INDUSTRIES OHIO,",,INC. (OWNER),2,OH,US,UNITED STATES,residence
95001514,"ATOTECH DEUTSCHLAND GMBH,",,ERASMUSSTRABE (REAL PTY. IN INTEREST),4,,DE,GERMANY,residence
95001514,,,"7,754,023",1,,,,residence
95001514,THOMAS,W.,ADAMS (3RD PTY. REQ.),3,OH,US,UNITED STATES,residence
95001515,Andrew,M.,Calderon(3RD PTY REQ),3,VA,US,,residence
95001515,KRONOPOL Sp.,,z o.o.(REAL PTY IN INTEREST),4,,PL,POLAND,residence
95001515,,,6401415,1,,,,residence
95001515,FAUS,,"GROUP, INC.(OWNER)",2,GA,US,,residence
95001516,,,6688061,1,,,,residence
95001516,KRONOPOL Sp.,,zo.o(REAL PTY IN INTEREST),4,,PL,POLAND,residence
95001516,Andrew,M.,Calderon(3RD PTY REQ),3,VA,US,,residence
95001516,FAUS GROUP,,INC.(OWNER),2,GA,US,,residence
95001517,CME GROUP,,INC. (REAL PTY IN INTEREST),4,IL,US,UNITED STATES,residence
95001517,REALTIME DATA,,LLC,2,NY,US,UNITED STATES,residence
95001517,MICHAEL,A.,HAWES (3RD PTY REQ.),3,TX,US,UNITED STATES,residence
95001517,NEW YORK MERCANTILE,,"EXCHANGE, INC. (REAL PTY IN INTEREST)",5,NY,US,UNITED STATES,residence
95001517,BOARD OF TRADE OF THE CITY OF,,"CHICAGO, INC. (REAL PTY IN INTEREST)",6,IL,US,UNITED STATES,residence
95001517,,,7714747,1,,,,residence
95001518,EVM SYSTEMS,,LLC,2,TX,US,UNITED STATES,residence
95001518,SHANE,A.,"NELSON, ESQ. OF HOWREY LLP",3,DC,US,UNITED STATES,residence
95001518,BOSTON SCIENTIFIC,,CORPORATION (REAL PTY IN INTEREST),4,DC,US,UNITED STATES,residence
95001518,,,7037321,1,,,,residence
95001519,BARRY,J.,SCHINDLER(3RD.PTY.REQ.),3,NY,US,,residence
95001519,"LIQUIDENT HOLDINGS,",,INC.(REAL PTY IN INTEREST),4,NY,US,,residence
95001519,,,7788169,1,,,,residence
95001519,"ITG,",,"INC.,(OWNER)",2,NY,US,,residence
95001520,,,7739188,1,,,,residence
95001520,BARRY,J.,SCHINDLER(3RD.PTY.REQ.),3,NY,US,,residence
95001520,ITG,,INC.(OWNER),2,NY,US,,residence
95001520,"LIQUIDNET, INC. AND LIQUIDNET HOLDINGS,",,INC.(REAL PTY IN INTEREST),4,NY,US,,residence
95001521,,,"7,843,508",1,,,,residence
95001521,NOVAK,,"DRUCE & QUIGG, LLP (3RD.PTY.REQ.)",3,TX,US,UNITED STATES,residence
95001521,APPLE,,", INC. (REAL,PTY.IN.INTEREST.)",4,CA,US,UNITED STATES,residence
95001521,"MEDIOSTREAM,",,INC. (OWNER),2,CA,US,UNITED STATES,residence
95001522,,,"6,640,086",1,,,,residence
95001522,"SHOOK, HARDY",,& BACON LLP (3RD.PTY.REQ.),3,MO,US,UNITED STATES,residence
95001522,WALL,,WIRELESS LLC (OWNER),2,TX,US,UNITED STATES,residence
95001522,SONY COMPUTER ENTERTAINMENT,,AMERICA(REAL.PTY.IN.INTEREST.),4,,,,residence
95001523,WHIRLPOOL,,COPORATION (3RD PTY. REQ.),3,MI,US,UNITED STATES,residence
95001523,LG ELECTRONICS,,INC. (OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
95001523,,,"7,428,820",1,,,,residence
95001524,,,"7,283,206",1,,,,residence
95001524,NIKON,,"CORPORATION, (OWNER)",2,,JP,JAPAN,residence
95001524,CARL ZEISS SMT,,GMBH ( REAL PTY. IN INTEREST),4,,,,residence
95001524,"MARC M. WEFERS, FISH & RICHARDSON",,"P.C., (3RD PTY. REQ.)",3,MA,US,UNITED STATES,residence
95001525,David,R.,"Yohannan, Esq.(3RD PTY REQ)",3,DC,US,,residence
95001525,PROXIMEX,,CORPORATION(OWNER),2,CA,US,,residence
95001525,,,7777783,1,,,,residence
95001525,VIDSYS,,INC.(REAL PTY IN INTEREST),4,VA,US,,residence
95001526,,,6549759,1,,,,residence
95001526,CRS,,plc(REAL PTY IN INTEREST),4,,GB,UNITED KINGDOM,residence
95001526,Gilbert,H,Hennessey(3RD PTY REQ),3,MA,US,,residence
95001526,"WI-LAN,",,INC.(OWNER),2,ON,CA,CANADA,residence
95001527,MARC,M.,WEFERS (3RDF PTY REQ.),3,MA,US,UNITED STATES,residence
95001527,,,7557997,1,,,,residence
95001527,CARL ZEISS SMT,,GMBH (REAL PTY IN INTEREST),4,,DE,GERMANY,residence
95001527,NIKON,,CORPORATION,2,,JP,JAPAN,residence
95001529,,,7645596,1,,,,residence
95001529,ARIZONA BOARD OF,,REGENTS(OWNER),2,AZ,US,,residence
95001529,ELDORA,L.,ELLISON(3RD.PTY.REQ.),3,DC,US,,residence
95001529,"PACIFIC BIOSCIENCES OF CALIFORNIA,",,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001530,"PACIFIC BIOSCIENCE OF CALIFORNIA,",,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001530,ELDORA,L.,ELLISON(3RD.PTY.REQ.),3,DC,US,,residence
95001530,HELICOS BIOSCIENCE,,CORPORATION(OWNER),2,MA,US,,residence
95001530,,,7767400,1,,,,residence
95001531,,,"7,169,560",1,,,,residence
95001531,PACIFIC BIOSCIENCES,,"OF CALIFORNIA, INC. (REAL.PTY.IN.INTEREST.)",4,,,,residence
95001531,HELICOS,,BIOSCIENCES CORPORATION (OWNER),2,MA,US,UNITED STATES,residence
95001531,"STERNE, KESSLER,",,GOLDSTEIN & FOX P.L.L.C. (3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
95001532,,,"7,037,687",1,,,,residence
95001532,ARIZONA BOARD,,OF REGENTS (OWNER),2,AZ,US,UNITED STATES,residence
95001532,"STERNE, KESSLER,",,GOLDSTEIN & FOX P.L.L.C. (3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
95001532,PACIFIC BIOSCIENCES,,"OF CALIFORNIA,INC. (REAL.PTY.IN.INTEREST.)",4,,,,residence
95001533,,,"7,417,568",1,,,,residence
95001533,"MICHAEL A. HAWES, BAKER BOTTS",,"LLP, (3RD PTY REQ.)",3,TX,US,UNITED STATES,residence
95001533,"CME GROUP INC., NEW YORK MERCANTILE",,"EXCHANGE, INC. (REAL PTY IN INTEREST)",4,IL,US,UNITED STATES,residence
95001533,"REALTIME DATA,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
95001534,SONY,,"CORPORATION, (3RD PTY. REQ.)",3,,JP,JAPAN,residence
95001534,"MEDIOSTREAM,",,"INC, (OWNER)",2,CA,US,UNITED STATES,residence
95001534,SONY ELECTRONICS,,INC. (3RD PTY. REQ.),4,CA,US,UNITED STATES,residence
95001534,,,"7,843,508",1,,,,residence
95001534,SONY CORPORATION AND SONY,,ELECTRONICS INC. (REAL PTY IN INTEREST),5,,,,residence
95001535,SEALY TECHNOLOGY,,LLC(OWNER),2,NC,US,,residence
95001535,,,D622088,1,,,,residence
95001535,SIMMONS BEDDING,,COMPANY(3RD PTY REQ),3,GA,US,,residence
95001535,SIMMONS BEDDING,,COMPANY(REAL PTY IN INTEREST),4,GA,US,,residence
95001536,,,6923721,1,,,,residence
95001536,Christopher,L.,McKee(3RD PTY REQ),3,DC,US,,residence
95001536,WMS,L.,GAMING(REAL PTY IN INTEREST),4,IL,US,,residence
95001536,BALLY,,"GAMING, INC.(OWNER)",2,NV,US,,residence
95001537,MEKIKI CO,,LTD(OWNER,3,,JP,JAPAN,residence
95001537,,,7496603,1,,,,residence
95001537,FACEBOOK,,INC. (REAL PTY IN INTEREST),4,VA,US,,residence
95001537,MEKIKI CREATES,,"CO., LTD.(OWNER)",2,,JP,JAPAN,residence
95001538,FACEBOOK INC.,,(REAL PTY IN INTEREST),4,VA,US,UNITED STATES,residence
95001538,HEIDI,L.,KEEFE (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
95001538,MEKIKI CREATES,,"CO., LTD.",2,,JP,JAPAN,residence
95001538,,,6879985,1,,,,residence
95001539,"MEKIKI CO.,",,"LTD.,(OWNER)",2,,JP,JAPAN,residence
95001539,HEIDI,L.,KEEFE/COOLEY LLP(3RD.PTY.REQ.),3,DC,US,,residence
95001539,"FACEBOOK,",,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001539,,,7493342,1,,,,residence
95001540,SIMMONS BEDDING,,COMPANY (REAL PTY IN INTEREST),4,GA,US,,residence
95001540,SEALY TECHNOLOGY,,LLC(OWNER),2,NC,US,,residence
95001540,,,D622996,1,,,,residence
95001540,SIMMONS BEDDING,,COMPANY(3RD.PTY.REQ.),3,GA,US,,residence
95001541,,,"7,781,228",1,,,,residence
95001541,T2,,"BIOSYSTEMS, INC. (REAL.PTY.IN.INTEREST.)",4,,,,residence
95001541,MENON,,& ASSOCIATES (OWNER),2,CA,US,UNITED STATES,residence
95001541,CLARK,,& ELBING LLP (3RD.PTY.REQ.),3,MA,US,UNITED STATES,residence
95001542,,,"7,571,060",1,,,,residence
95001542,BAKER,,& DANIELS LLP (3RD.PTY.REQ.),3,IN,US,UNITED STATES,residence
95001542,GARRY,IAN,HOLLOWAY (REAL.PTY.IN.INTEREST.),4,,AU,AUSTRALIA,residence
95001542,GEMOLOGICAL INSTITUTE OF AMERICA,,INC.(OWNER),2,CA,US,UNITED STATES,residence
95001543,"LEGGETT & PLATT,",,INC. (REAL PTY. IN INTEREST),4,,,,residence
95001543,,,"6,935,546",1,,,,residence
95001543,"DAVID M. O'DELL, HAYNES AND",,"BOONE, LLP (3RD PTY. REQ.)",3,TX,US,UNITED STATES,residence
95001543,"IMAGINAL SYSTEMATICS,",,LLC. (OWNER),2,IN,US,UNITED STATES,residence
95001544,"REALTIME DATA,",,LLC. (OWNER),2,NY,US,UNITED STATES,residence
95001544,CME GROUP INC. NEW YORK MERCANTILE,"EXCHANGE, INC.",& BOARD OF TRADE (REAL PTY. IN INTEREST),4,IL,US,UNITED STATES,residence
95001544,,,"7,400,274",1,,,,residence
95001544,MICHAEL,A.,"HAWES, BAKER BOTTS LLP (3RD PTY. REQ.)",3,TX,US,UNITED STATES,residence
95001545,SPINE,,"WAVE, INC(REAL PTY IN INTEREST)",4,CT,US,,residence
95001545,Michael,R.,McGurk(3RD PTY REQ),3,MA,US,,residence
95001545,"NUVASIVE,",,INC.(OWNER),2,CA,US,,residence
95001545,,,7887568,1,,,,residence
95001546,"IMAGINAL SYSTEMATICS,",,INC.(OWNER),2,IN,US,,residence
95001546,David,M.,O'Dell(3RD PTY REQ),3,TX,US,,residence
95001546,,,7467454,1,,,,residence
95001546,LEGGETT &,,"PLATT, INC.(REAL PTY IN INTEREST)",4,MO,US,,residence
95001547,"LEGGETT & PLATT,",,INC. (REAL PTY IN INTEREST),4,MO,US,UNITED STATES,residence
95001547,"IMAGINAL SYSTEMATICS,",,LLC,2,IN,US,UNITED STATES,residence
95001547,DAVID,M.,O'DELL (3RD PTY REQ.),3,TX,US,UNITED STATES,residence
95001547,,,7222402,1,,,,residence
95001548,,,6910205,1,,,,residence
95001548,ROBERT,T.,NEUFELD (3RD PTY REQ.),3,GA,US,UNITED STATES,residence
95001548,"SUN MICROSYSTEMS,",,INC.,2,CA,US,UNITED STATES,residence
95001548,GOOGLE,,INC. (REAL PTY IN INTEREST ),4,VA,US,UNITED STATES,residence
95001549,SEALY TECHNOLOGY,,LLC(OWNER),2,NC,US,UNITED STATES,residence
95001549,SIMMONS BEDDING,,COMPANY(3RD.PTY.REQ.),3,GA,US,,residence
95001549,,,D622531,1,,,,residence
95001549,SIMMONS BEDDING,,COMPANY(REAL PTY. IN INTEREST),4,GA,US,,residence
95001550,INTELLECTUAL VENTURES II,,LLC(OWNER),2,DE,US,,residence
95001550,,,6272646,1,,,,residence
95001550,DAVID,L.,MCCOMBS(3RD.PTY.REQ.),3,TX,US,,residence
95001550,"XILINX,",,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001551,"XILINX,",,IN.(REAL.PTY.IN.INTEREST.),4,,,,residence
95001551,TAICHI,,"HOLDINGS, LLC (OWNER)",2,DE,US,UNITED STATES,residence
95001551,SLATER &,,"MATSIL, L.L.P. (3RD.PTY.REQ.)",3,TX,US,UNITED STATES,residence
95001551,,,"6,747,350",1,,,,residence
95001552,KENYON,,& KENYON LLP (3RD.PTY.REQ.),3,NY,US,UNITED STATES,residence
95001552,FIREPASS,,"IP HOLDINGS,INC. (OWNER)",2,NY,US,UNITED STATES,residence
95001552,AIRBUS,,S.A.S. (REAL.PTY.IN.INTEREST.),4,,,,residence
95001552,,,"RE 40,065",1,,,,residence
95001553,,,"7,207,392",1,,,,residence
95001553,AIRBUS,,S.A.S. (3RD PTY. REQ.),3,,FR,FRANCE,residence
95001553,AIRBUS,,S.A.S. (REAL PTY. IN INTEREST),4,,,,residence
95001553,"FIREPASS IP HOLDINGS,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
95001554,AIRBUS,,S.A.S (REAL PTY. IN INTEREST),4,,FR,FRANCE,residence
95001554,AIRBUS,,S.A.S. (3RD PTY. REQ.),3,,FR,FRANCE,residence
95001554,,,"6,314,754",1,,,,residence
95001554,"FIREPASS IP HOLDINGS,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
95001555,AIRBUS,,S.A.S.(REAL PTY IN INTEREST),4,,FR,FRANCE,residence
95001555,AIRBUS,,S.A.S.(3RD TPY REQ),3,,FR,FRANCE,residence
95001555,FIREPASS IP,,"HOLDINGS, INC.(OWNER)",2,NY,US,,residence
95001555,,,6418752,1,,,,residence
95001556,MICROSTRATEGY,,INCORPORATED(3RD PTY REQ),3,VA,US,,residence
95001556,EVM SYSTEMS,,LLC(OWNER),2,TX,US,,residence
95001556,MICROSTRATEGY,,INCORPORATED(REAL PTY IN INTEREST),4,VA,US,,residence
95001556,,,7037321,1,,,,residence
95001557,MICROSTRATEGY,,INCORPORATED (REAL PTY IN INTEREST),4,VA,US,UNITED STATES,residence
95001557,WIRELESS RECOGNITION,,"TECHNOLOGIES, LLC",2,TX,US,UNITED STATES,residence
95001557,THOMAS,A.,ROZYLOWICZ (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
95001557,,,7856474,1,,,,residence
95001558,ROBERT GREENE,,STERNE (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
95001558,KOHLER,,CO. (REAL PTY IN INTEREST),4,WI,US,UNITED STATES,residence
95001558,,,7230345,1,,,,residence
95001558,GENERAC POWER,,"SYSTEMS, INC.",2,MI,US,UNITED STATES,residence
95001559,COLDHARBOUR MARINE,,LIMITED(3RD.PTY.REQ.),3,,,,residence
95001559,,,RE41859,1,,,,residence
95001559,COLDHARBOUR MARINE,,LIMITED(REAL PTY. IN INTEREST),4,,,,residence
95001559,MO,,HUSAIN(OWNER),2,CA,US,,residence
95001559,COLDHARBOUR MARINE,,LIMITED(3RD.PTY.REQ.),3,,GB,UNITED KINGDOM,postal
95001560,GOOGLE,,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001560,"SUN MICROSYSTEMS,",,INC.(OWNER),2,CA,US,,residence
95001560,KING &,,SPALDING(3RD.PTY. IN INTEREST),3,GA,US,,residence
95001560,,,7426720,1,,,,residence
95001561,,,"7,762,098",1,,,,residence
95001561,LG,,ELECTRONICS INC. (OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
95001561,WHIRLPOOL,,CORPORATION (REAL.PTY.IN.INTEREST.),4,MI,US,UNITED STATES,residence
95001561,MICHAEL,A.,HAWES (3RD.PTY.REQ.),3,TX,US,UNITED STATES,residence
95001562,,,"7,520,139",1,,,,residence
95001562,WHIRLPOOL,,CORPORATION (REAL.PTY.IN.INTEREST),4,MI,US,UNITED STATES,residence
95001562,MICHAEL,A.,HAWES (3RD.PTY.REQ.),3,TX,US,UNITED STATES,residence
95001562,LG,,ELECTRONICS INC. (OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
95001563,WHIRLPOOL,,CORPORATION (REAL PTY. IN INTEREST),4,MI,US,UNITED STATES,residence
95001563,LG ELECTRONICS,,INC. (OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
95001563,,,7430873,1,,,,residence
95001563,WHIRLPOOL,,CORPORATION (3RD PTY. REQ.),3,MI,US,UNITED STATES,residence
95001565,George,C.,Beck(3RD PTY REQ),3,DC,US,,residence
95001565,FRONT ROW,,"TECHNOLOGIES, LLC(OWNER)",2,NM,US,,residence
95001565,MLB ADVANCED,,"MEDIA, L.P.(REAL PTY IN INTEREST)",4,NY,US,,residence
95001565,,,7149549,1,,,,residence
95001566,,,7620426,1,,,,residence
95001566,George,C.,Beck(3RD PTY REQ),3,DC,US,,residence
95001566,FRONT ROW,,"TECHNOLOGIES, LLC(OWNER)",2,NM,US,,residence
95001566,MLB ADVANCED,,"MEDIA, L.P.(REAL PTY IN INTEREST)",4,NY,US,,residence
95001567,,,7376388,1,,,,residence
95001567,GEORGE,C.,BECK (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
95001567,FRONT ROW,,"TECHNOLOGIES, LLC",2,NM,US,UNITED STATES,residence
95001567,MLB ADVANCED,,"MEDIA, LP (REAL PTY IN INTEREST)",4,NY,US,UNITED STATES,residence
95001568,MLB ADVANCED,,"MEDIA, LP (REAL PTY IN INTEREST)",4,NY,US,UNITED STATES,residence
95001568,GEORGE,C.,BECK (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
95001568,,,7826877,1,,,,residence
95001568,FRONT ROW,,"TECHNOLOGIES, LLC",2,NM,US,UNITED STATES,residence
95001569,,,6981040,1,,,,residence
95001569,GOOGL,,INC.(REAL PTY. IN INTEREST),4,CA,US,,residence
95001569,PERSONALIZED USER MODEL,,(PUM)(OWNER),2,NY,US,,residence
95001569,EMILY,C.,O'BRIEN(3RD.PTY.REQ.),3,CA,US,,residence
95001570,"ANTONELLI, TERRY, STOUT & KRAUS,",,LLP(3RD.PTY.REQ.),3,VA,US,,residence
95001570,,,7753279,1,,,,residence
95001570,DATACARD,,CORPORATION(OWNER),2,MN,US,,residence
95001570,"NBS TECHNOLOGIES,",,INC.(REAL PTY. IN INTEREST),4,ON,CA,CANADA,residence
95001571,,,"6,993,669",1,,,,residence
95001571,XILINX,,INC. (REAL.PTY.IN.INTEREST.),4,,,,residence
95001571,HAYNES,,"AND BOONE, LLP (3RD.PTY.REQ.)",3,TX,US,UNITED STATES,residence
95001571,INTELLECTUAL VENTURES,,"I, LLC(OWNER)",2,DE,US,UNITED STATES,residence
95001572,3M INNOVATIVE,,PROPERTIES COMPANY (OWNER),2,MN,US,UNITED STATES,residence
95001572,REINHART BOERNER,,VAN DEUREN S.C. (3RD.PTY.REQ.),3,WI,US,UNITED STATES,residence
95001572,,,"6,824,718",1,,,,residence
95001572,TRANSWEB,,LLC (REAL.PTY.IN.INTEREST.),4,,,,residence
95001573,JOHN,E.,NOHREN (OWNER),2,FL,US,UNITED STATES,residence
95001573,"GORDON P. KLANCNIK, NIXON",,& VANDERHYE P.C. (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
95001573,,,"7,473,362",1,,,,residence
95001573,AHLSTROM FILTRATION,,LLC. (REAL PTY. IN INTEREST),4,,,,residence
95001574,IBM,,CORPORATION (REAL PTY. IN INTEREST),4,NY,US,UNITED STATES,residence
95001574,AUBURN,,UNIVERSITY (OWNER),2,AL,US,UNITED STATES,residence
95001574,,,"7,194,366",1,,,,residence
95001574,IBM,,CORPORATION (3RD PTY. REQ.),3,NY,US,UNITED STATES,residence
95001575,,,7409306,1,,,,residence
95001575,AUBURN,,UNIVERSITY(OWNER),2,AL,US,,residence
95001575,IBM,,CORPORATION(REAL PTY IN INTEREST),4,NY,US,,residence
95001575,IBM,,CORPORATION(3RD PTY REQ),3,NY,US,,residence
95001576,VULCAN,,PATENTS LLC(OWNER),2,WA,US,,residence
95001576,APPLE,,INC.(REAL PTY IN INTEREST),4,CA,US,,residence
95001576,NOVAK DRUCE,,& QUIGG LLP,3,TX,US,,residence
95001576,,,6757682,1,,,,residence
95001577,MICHAEL,B.,RAY (3RD PTY REQ.),4,DC,US,UNITED STATES,residence
95001577,,,6778314,2,,,,residence
